Gene	S3
BnaA01g00010D	99
BnaA01g00020D	15
BnaA01g00030D	288
BnaA01g00040D	4
BnaA01g00050D	527
BnaA01g00060D	18
BnaA01g00070D	99
BnaA01g00080D	20
BnaA01g00090D	10
BnaA01g00100D	68
BnaA01g00120D	5
BnaA01g00140D	11
BnaA01g00150D	40
BnaA01g00160D	28
BnaA01g00170D	179
BnaA01g00170D--BnaA08g15890D--BnaC03g61150D	12
BnaA01g00170D--BnaC03g61150D	4
BnaA01g00180D	15
BnaA01g00190D	349
BnaA01g00190D--BnaA08g15870D--BnaC03g61170D	3
BnaA01g00200D	127
BnaA01g00210D	1203
BnaA01g00210D--BnaA03g54330D	21
BnaA01g00260D--BnaA09g08020D	5
BnaA01g00260D--BnaC09g08180D--BnaA09g08020D	2
BnaA01g00270D	1
BnaA01g00280D	7
BnaA01g00290D	31
BnaA01g00290D--BnaCnng72090D	1
BnaA01g00300D	28
BnaA01g00310D	57
BnaA01g00320D	25
BnaA01g00340D	12
BnaA01g00360D	176
BnaA01g00360D--BnaA03g54130D	3
BnaA01g00360D--BnaA03g54130D--BnaA06g37740D	7
BnaA01g00360D--BnaA06g37740D	190
BnaA01g00370D	6
BnaA01g00380D	20
BnaA01g00390D	57
BnaA01g00400D	171
BnaA01g00400D--BnaC09g06760D	2
BnaA01g00410D	293
BnaA01g00420D	38
BnaA01g00430D	34
BnaA01g00440D	99
BnaA01g00450D	125
BnaA01g00460D	38
BnaA01g00480D	6
BnaA01g00480D--BnaA01g00460D	1
BnaA01g00480D--BnaAnng33790D	27
BnaA01g00500D	8
BnaA01g00510D	11
BnaA01g00530D	1
BnaA01g00540D--BnaCnng68210D	16
BnaA01g00550D	2
BnaA01g00550D--BnaCnng68210D	39
BnaA01g00560D--BnaCnng68210D	36
BnaA01g00570D	12
BnaA01g00580D	6
BnaA01g00590D	6
BnaA01g00600D	13
BnaA01g00610D	58
BnaA01g00620D	17
BnaA01g00620D--BnaA03g53930D	5
BnaA01g00650D	140
BnaA01g00660D	118
BnaA01g00670D	140
BnaA01g00670D--BnaC03g61550D	5
BnaA01g00670D--BnaC03g61550D--BnaA03g53870D	1
BnaA01g00670D--BnaC03g61550D--BnaA08g15610D	1
BnaA01g00680D	46
BnaA01g00690D	4
BnaA01g00690D--BnaC03g61580D--BnaA08g15590D	1
BnaA01g00700D	74
BnaA01g00700D--BnaA10g05800D	10
BnaA01g00700D--BnaA10g05800D--BnaUnng02120D	30
BnaA01g00710D	26
BnaA01g00730D	4
BnaA01g00740D	3
BnaA01g00760D	61
BnaA01g00770D	306
BnaA01g00780D	12
BnaA01g00790D	36
BnaA01g00800D	22
BnaA01g00800D--BnaA08g15530D	3
BnaA01g00810D	4
BnaA01g00820D	2
BnaA01g00830D	13
BnaA01g00830D--BnaA03g53720D	8
BnaA01g00850D	25
BnaA01g00850D--BnaA07g00050D--BnaA06g17210D--BnaA01g25810D--BnaA06g03060D	1
BnaA01g00850D--BnaA07g00050D--BnaA06g17210D--BnaC05g30490D--BnaA01g25810D--BnaA06g03060D	1
BnaA01g00850D--BnaA08g17310D--BnaA06g03440D--BnaC05g16980D--BnaA09g37030D--BnaA05g27820D--BnaA07g00050D--BnaA06g17210D--BnaA01g25810D--BnaA06g03060D	1
BnaA01g00850D--BnaA08g17310D--BnaC05g16980D--BnaA09g37030D--BnaA05g27820D--BnaA07g00050D--BnaA06g17210D--BnaA01g25810D--BnaA06g03060D	1
BnaA01g00860D	80
BnaA01g00870D	13
BnaA01g00880D	32
BnaA01g00890D	81
BnaA01g00900D	6
BnaA01g00910D	4
BnaA01g00920D	85
BnaA01g00930D	102
BnaA01g00940D	60
BnaA01g00950D	1
BnaA01g00960D	5
BnaA01g00970D	71
BnaA01g00980D	18
BnaA01g00990D	333
BnaA01g01000D	58
BnaA01g01010D	4
BnaA01g01020D	107
BnaA01g01030D	32
BnaA01g01040D	293
BnaA01g01060D	1
BnaA01g01070D	61
BnaA01g01070D--BnaA08g15420D--BnaAnng21080D	1
BnaA01g01070D--BnaAnng21080D	1
BnaA01g01080D	31
BnaA01g01080D--BnaAnng18230D	25
BnaA01g01090D	10
BnaA01g01090D--BnaA08g15410D--BnaC03g61830D	1
BnaA01g01100D	46
BnaA01g01110D	1
BnaA01g01110D--BnaA08g15390D--BnaC03g61850D	1
BnaA01g01120D	9
BnaA01g01140D	46
BnaA01g01140D--BnaA03g53530D	1
BnaA01g01140D--BnaA03g53530D--BnaCnng53530D	3
BnaA01g01140D--BnaCnng53530D	6
BnaA01g01150D	59
BnaA01g01150D--BnaCnng53540D	5
BnaA01g01170D	47
BnaA01g01170D--BnaC01g40690D	9
BnaA01g01180D	79
BnaA01g01180D--BnaC01g40690D	68
BnaA01g01190D--BnaC01g40700D	1
BnaA01g01200D--BnaC01g40700D	1
BnaA01g01210D	294
BnaA01g01220D	1
BnaA01g01230D	12
BnaA01g01240D	25
BnaA01g01240D--BnaA08g15220D	1
BnaA01g01250D	14
BnaA01g01250D--BnaAnng19780D	3
BnaA01g01250D--BnaC07g51180D--BnaAnng19780D	4
BnaA01g01260D	10
BnaA01g01260D--BnaAnng19770D	4
BnaA01g01260D--BnaC07g51170D	1
BnaA01g01260D--BnaC07g51170D--BnaAnng19770D	5
BnaA01g01270D	90
BnaA01g01280D	109
BnaA01g01280D--BnaA01g01260D	9
BnaA01g01300D	14
BnaA01g01310D	130
BnaA01g01320D	8
BnaA01g01330D	422
BnaA01g01330D--BnaC07g51120D	14
BnaA01g01340D	53
BnaA01g01350D	2
BnaA01g01360D	4
BnaA01g01360D--BnaA07g05850D	3
BnaA01g01370D	3
BnaA01g01400D	594
BnaA01g01410D	71
BnaA01g01420D	175
BnaA01g01420D--BnaAnng08440D	1
BnaA01g01430D	314
BnaA01g01440D	4
BnaA01g01450D	11
BnaA01g01460D	61
BnaA01g01470D	870
BnaA01g01470D--BnaA08g15140D	18
BnaA01g01470D--BnaA08g15140D--BnaC07g03810D--BnaC03g62040D--BnaA07g02120D	17
BnaA01g01470D--BnaC03g62040D	67
BnaA01g01470D--BnaC06g01250D--BnaC07g03810D--BnaA07g02120D	6
BnaA01g01470D--BnaC07g03810D--BnaA07g02120D	50
BnaA01g01480D	15
BnaA01g01500D	58
BnaA01g01500D--BnaC05g36610D	5
BnaA01g01510D--BnaC05g36620D	1
BnaA01g01520D	69
BnaA01g01520D--BnaA09g09370D--BnaC01g40730D	1
BnaA01g01520D--BnaC01g40730D	67
BnaA01g01530D	1
BnaA01g01540D	38
BnaA01g01550D	170
BnaA01g01560D	269
BnaA01g01570D	31
BnaA01g01580D	13
BnaA01g01590D	25
BnaA01g01600D	23
BnaA01g01620D	10
BnaA01g01630D	94
BnaA01g01640D	2
BnaA01g01640D--BnaC03g76870D	1
BnaA01g01650D	156
BnaA01g01660D	42
BnaA01g01670D	110
BnaA01g01680D	129
BnaA01g01690D	40
BnaA01g01700D	1034
BnaA01g01700D--BnaA08g14870D	34
BnaA01g01700D--BnaA08g14870D--BnaC03g62580D	40
BnaA01g01700D--BnaC03g62580D	7
BnaA01g01750D	90
BnaA01g01750D--BnaC03g62540D--BnaAnng08250D	1
BnaA01g01750D--BnaC08g11060D	5
BnaA01g01760D	32
BnaA01g01780D	2
BnaA01g01790D	48
BnaA01g01800D	150
BnaA01g01800D--BnaA08g31050D	1
BnaA01g01800D--BnaC03g62490D	4
BnaA01g01810D	43
BnaA01g01840D	5
BnaA01g01850D	2
BnaA01g01870D	32
BnaA01g01880D	3
BnaA01g01900D	120
BnaA01g01910D	10
BnaA01g01920D	13
BnaA01g01930D	10
BnaA01g01940D	5
BnaA01g01950D	48
BnaA01g01950D--BnaA03g53360D	4
BnaA01g01960D	4
BnaA01g01970D	75
BnaA01g01980D	302
BnaA01g01980D--BnaA08g14990D--BnaC03g62300D	4
BnaA01g01990D	77
BnaA01g02020D	25
BnaA01g02030D	13
BnaA01g02040D	164
BnaA01g02050D	120
BnaA01g02060D	263
BnaA01g02070D	29
BnaA01g02080D	9
BnaA01g02090D	1053
BnaA01g02090D--BnaA03g53250D	15
BnaA01g02100D	118
BnaA01g02100D--BnaCnng48010D	71
BnaA01g02110D	8
BnaA01g02120D	7
BnaA01g02130D	3
BnaA01g02150D	23
BnaA01g02160D	235
BnaA01g02170D	114
BnaA01g02180D	86
BnaA01g02190D	96
BnaA01g02190D--BnaA08g10790D--BnaC03g65340D	1
BnaA01g02190D--BnaC03g65340D	3
BnaA01g02200D	2
BnaA01g02210D	45
BnaA01g02220D	108
BnaA01g02240D	18
BnaA01g02250D	17
BnaA01g02260D	77
BnaA01g02270D	12
BnaA01g02290D	40
BnaA01g02290D--BnaA09g54090D	43
BnaA01g02300D	179
BnaA01g02310D	10
BnaA01g02320D	8
BnaA01g02330D	27
BnaA01g02330D--BnaCnng03870D	1
BnaA01g02340D	1110
BnaA01g02350D	8
BnaA01g02350D--BnaA09g41790D	70
BnaA01g02370D	31
BnaA01g02380D	2
BnaA01g02390D	6
BnaA01g02420D	2
BnaA01g02430D	14
BnaA01g02440D	41
BnaA01g02450D	5
BnaA01g02460D	51
BnaA01g02470D	68
BnaA01g02480D	67
BnaA01g02480D--BnaCnng63480D	1
BnaA01g02490D	389
BnaA01g02490D--BnaA01g33400D--BnaC01g39890D--BnaC03g33960D--BnaC05g47000D	6
BnaA01g02490D--BnaC05g47000D	18
BnaA01g02500D	74
BnaA01g02510D	173
BnaA01g02520D	82
BnaA01g02520D--BnaA08g11060D	1
BnaA01g02520D--BnaC03g65910D	1
BnaA01g02530D	100
BnaA01g02540D	49
BnaA01g02550D	112
BnaA01g02570D	26
BnaA01g02580D	104
BnaA01g02580D--BnaA03g52910D	2
BnaA01g02590D	99
BnaA01g02600D	14
BnaA01g02610D	43
BnaA01g02620D	39
BnaA01g02630D	23
BnaA01g02640D	312
BnaA01g02640D--BnaA08g11150D--BnaC03g66050D	18
BnaA01g02650D	62
BnaA01g02660D	148
BnaA01g02660D--BnaA08g11160D	1
BnaA01g02660D--BnaA08g11160D--BnaC03g66080D	2
BnaA01g02670D	328
BnaA01g02670D--BnaA08g11170D	1
BnaA01g02670D--BnaA08g11170D--BnaC03g66090D	20
BnaA01g02670D--BnaC03g66090D	22
BnaA01g02690D	69
BnaA01g02690D--BnaC03g66110D	1
BnaA01g02700D	8
BnaA01g02710D	56
BnaA01g02720D	28
BnaA01g02740D	87
BnaA01g02750D	1
BnaA01g02760D	3
BnaA01g02770D	83
BnaA01g02790D	21
BnaA01g02790D--BnaCnng65330D	2
BnaA01g02800D	70
BnaA01g02800D--BnaCnng65340D	10
BnaA01g02800D--BnaCnng65740D	5
BnaA01g02810D	42
BnaA01g02810D--BnaCnng65730D	10
BnaA01g02820D	38
BnaA01g02820D--BnaC09g16250D	2
BnaA01g02830D	96
BnaA01g02840D	76
BnaA01g02840D--BnaC03g45080D	5
BnaA01g02850D	11
BnaA01g02860D	79
BnaA01g02870D	7
BnaA01g02880D	7
BnaA01g02900D	19
BnaA01g02910D	31
BnaA01g02920D	57
BnaA01g02920D--BnaCnng62850D	46
BnaA01g02930D	194
BnaA01g02940D	67
BnaA01g02950D	198
BnaA01g02950D--BnaA03g50930D	15
BnaA01g02950D--BnaC03g77060D	1
BnaA01g02970D	29
BnaA01g02970D--BnaA08g11350D--BnaC03g77070D	10
BnaA01g02970D--BnaA08g11350D--BnaC03g77070D--BnaCnng64910D	4
BnaA01g02970D--BnaCnng64910D	17
BnaA01g02980D	26
BnaA01g02980D--BnaA08g11360D--BnaC03g77080D	1
BnaA01g02990D	18
BnaA01g03010D	9
BnaA01g03020D	2
BnaA01g03020D--BnaA08g11380D	2
BnaA01g03030D	7
BnaA01g03050D	1009
BnaA01g03050D--BnaA09g08500D	16
BnaA01g03050D--BnaC06g20070D	199
BnaA01g03050D--BnaC06g20070D--BnaC03g77220D	1
BnaA01g03050D--BnaC06g20080D	47
BnaA01g03050D--BnaC06g20080D--BnaA08g11610D--BnaC03g77220D	27
BnaA01g03050D--BnaC06g20080D--BnaA09g08500D--BnaA08g11610D--BnaC03g77220D	7
BnaA01g03050D--BnaC06g20080D--BnaC03g77220D	12
BnaA01g03060D	434
BnaA01g03070D	25
BnaA01g03080D	10
BnaA01g03090D	1
BnaA01g03100D	8
BnaA01g03110D	3
BnaA01g03120D	35
BnaA01g03130D	9
BnaA01g03140D	1
BnaA01g03150D	276
BnaA01g03160D	7
BnaA01g03200D	2
BnaA01g03210D	19
BnaA01g03210D--BnaA07g32720D	1
BnaA01g03210D--BnaC02g13880D	1
BnaA01g03220D	5
BnaA01g03220D--BnaA03g50630D	4
BnaA01g03220D--BnaAnng34680D	8
BnaA01g03230D	27
BnaA01g03230D--BnaA08g11450D	1
BnaA01g03230D--BnaC03g66410D--BnaA08g11450D	3
BnaA01g03230D--BnaC04g25670D	9
BnaA01g03230D--BnaC04g25670D--BnaA08g11450D	1
BnaA01g03240D	118
BnaA01g03250D	2
BnaA01g03260D	511
BnaA01g03270D	50
BnaA01g03280D	17
BnaA01g03290D	1
BnaA01g03300D	12
BnaA01g03310D	11
BnaA01g03320D	146
BnaA01g03330D	19
