Gene	S10
BnaA01g00010D	291
BnaA01g00020D	184
BnaA01g00030D	418
BnaA01g00040D	1
BnaA01g00050D	1327
BnaA01g00060D	62
BnaA01g00060D--BnaC03g61020D	1
BnaA01g00080D	96
BnaA01g00090D	18
BnaA01g00100D	245
BnaA01g00110D	2
BnaA01g00120D	82
BnaA01g00130D	3
BnaA01g00140D	55
BnaA01g00150D	15
BnaA01g00160D	2
BnaA01g00170D	6207
BnaA01g00170D--BnaA08g15890D--BnaC03g61150D	594
BnaA01g00170D--BnaC03g61150D	235
BnaA01g00180D	305
BnaA01g00190D	377
BnaA01g00190D--BnaA08g15870D--BnaC03g61170D	6
BnaA01g00200D	331
BnaA01g00210D	2788
BnaA01g00210D--BnaA03g54330D	27
BnaA01g00230D	1
BnaA01g00250D	12
BnaA01g00260D	7
BnaA01g00260D--BnaA09g08020D	1
BnaA01g00260D--BnaC09g08180D--BnaA09g08020D	2
BnaA01g00270D	20
BnaA01g00280D	502
BnaA01g00290D	223
BnaA01g00290D--BnaA08g15790D--BnaC03g61270D	1
BnaA01g00290D--BnaCnng72090D	5
BnaA01g00300D	160
BnaA01g00310D	22
BnaA01g00320D	181
BnaA01g00340D	108
BnaA01g00350D--BnaA01g00330D	2
BnaA01g00350D--BnaA01g00330D--BnaA01g35840D	5
BnaA01g00360D	66
BnaA01g00360D--BnaA03g54130D--BnaA06g37740D	11
BnaA01g00360D--BnaA06g37740D	76
BnaA01g00370D	12
BnaA01g00370D--BnaA06g37730D	2
BnaA01g00380D	402
BnaA01g00390D	815
BnaA01g00390D--BnaA01g00380D	18
BnaA01g00400D	986
BnaA01g00400D--BnaC09g06760D	26
BnaA01g00410D	194
BnaA01g00410D--BnaA03g54060D	4
BnaA01g00420D	889
BnaA01g00430D	87
BnaA01g00440D	375
BnaA01g00450D	374
BnaA01g00460D	63
BnaA01g00480D	5
BnaA01g00480D--BnaAnng33790D	96
BnaA01g00490D	1
BnaA01g00490D--BnaA01g00460D	1
BnaA01g00500D	40
BnaA01g00510D	5
BnaA01g00520D	7
BnaA01g00540D--BnaCnng68210D	4
BnaA01g00550D--BnaCnng68210D	9
BnaA01g00560D--BnaCnng68210D	14
BnaA01g00570D	11
BnaA01g00580D	69
BnaA01g00590D	737
BnaA01g00600D	125
BnaA01g00610D	1546
BnaA01g00620D	7
BnaA01g00620D--BnaA03g53930D	3
BnaA01g00630D	11
BnaA01g00650D	579
BnaA01g00660D	617
BnaA01g00670D	652
BnaA01g00670D--BnaC03g61550D	30
BnaA01g00670D--BnaC03g61550D--BnaA08g15610D	6
BnaA01g00680D	127
BnaA01g00690D	2
BnaA01g00700D	146
BnaA01g00700D--BnaA10g05800D	10
BnaA01g00700D--BnaA10g05800D--BnaUnng02120D	24
BnaA01g00710D	55
BnaA01g00730D	13
BnaA01g00740D	6
BnaA01g00760D	182
BnaA01g00770D	978
BnaA01g00780D	265
BnaA01g00790D	50
BnaA01g00800D	153
BnaA01g00800D--BnaA08g15530D	10
BnaA01g00830D	1
BnaA01g00840D--BnaC01g08920D	1
BnaA01g00850D	404
BnaA01g00850D--BnaA07g00050D--BnaA06g17210D--BnaA01g25810D--BnaA06g03060D	1
BnaA01g00850D--BnaA07g00050D--BnaA06g17210D--BnaC05g30490D--BnaA01g25810D--BnaA06g03060D	4
BnaA01g00850D--BnaA08g17310D--BnaC05g16980D--BnaA09g37030D--BnaA05g27820D--BnaA07g00050D--BnaA06g17210D--BnaA01g25810D--BnaA06g03060D	4
BnaA01g00850D--BnaA08g17310D--BnaC05g16980D--BnaA09g37030D--BnaA05g27820D--BnaA07g00050D--BnaA06g17210D--BnaA01g25810D--BnaC01g30160D--BnaA06g03060D	1
BnaA01g00850D--BnaA08g17310D--BnaC05g16980D--BnaA09g37030D--BnaA05g27820D--BnaC02g23860D--BnaA09g01000D--BnaA07g00050D--BnaA06g17210D--BnaA03g13110D--BnaA01g25810D--BnaA06g03060D	1
BnaA01g00850D--BnaA09g37030D--BnaA05g30400D--BnaA07g00050D--BnaA06g17210D--BnaA01g25810D--BnaCnng15640D--BnaC05g48100D--BnaA06g03060D	1
BnaA01g00860D	148
BnaA01g00860D--BnaA08g15510D	1
BnaA01g00870D	45
BnaA01g00880D	160
BnaA01g00890D	159
BnaA01g00900D	24
BnaA01g00920D	597
BnaA01g00920D--BnaA08g15490D	13
BnaA01g00930D	1818
BnaA01g00940D	112
BnaA01g00950D--BnaC04g03980D	1
BnaA01g00960D	93
BnaA01g00970D	262
BnaA01g00980D	623
BnaA01g00990D	516
BnaA01g01000D	2388
BnaA01g01010D	62
BnaA01g01020D	1325
BnaA01g01020D--BnaC07g03180D--BnaA07g01750D	2
BnaA01g01030D	103
BnaA01g01040D	545
BnaA01g01070D	30
BnaA01g01070D--BnaAnng21080D	1
BnaA01g01080D	51
BnaA01g01080D--BnaAnng18230D	36
BnaA01g01090D	4
BnaA01g01090D--BnaA08g15410D--BnaC03g61830D	1
BnaA01g01100D	233
BnaA01g01110D	2
BnaA01g01120D	60
BnaA01g01140D	31
BnaA01g01140D--BnaA03g53530D--BnaCnng53530D	1
BnaA01g01140D--BnaCnng53530D	8
BnaA01g01150D	208
BnaA01g01150D--BnaCnng53540D	18
BnaA01g01160D	4
BnaA01g01170D	209
BnaA01g01170D--BnaC01g40690D	49
BnaA01g01180D	261
BnaA01g01180D--BnaC01g40690D	250
BnaA01g01190D	1
BnaA01g01190D--BnaC01g40700D	33
BnaA01g01200D	11
BnaA01g01200D--BnaC01g40700D	37
BnaA01g01210D	738
BnaA01g01230D	6
BnaA01g01240D	167
BnaA01g01240D--BnaA08g15220D	3
BnaA01g01240D--BnaAnng19790D	1
BnaA01g01250D	52
BnaA01g01250D--BnaAnng19780D	5
BnaA01g01250D--BnaC07g51180D	1
BnaA01g01250D--BnaC07g51180D--BnaAnng19780D	22
BnaA01g01260D	2
BnaA01g01270D	204
BnaA01g01280D	5
BnaA01g01280D--BnaA01g01260D	1
BnaA01g01300D	2
BnaA01g01310D	1532
BnaA01g01320D	10
BnaA01g01330D	1159
BnaA01g01330D--BnaC07g51120D	17
BnaA01g01340D	209
BnaA01g01350D	5
BnaA01g01360D	33
BnaA01g01360D--BnaA07g05850D	34
BnaA01g01370D	42
BnaA01g01380D	10
BnaA01g01400D	949
BnaA01g01410D	171
BnaA01g01420D	480
BnaA01g01430D	517
BnaA01g01440D	2
BnaA01g01450D	53
BnaA01g01460D	209
BnaA01g01470D	1754
BnaA01g01470D--BnaA08g15140D	86
BnaA01g01470D--BnaA08g15140D--BnaAnng08420D	2
BnaA01g01470D--BnaA08g15140D--BnaC07g03810D--BnaC03g62040D--BnaA07g02120D	51
BnaA01g01470D--BnaAnng08420D	48
BnaA01g01470D--BnaC03g62040D	147
BnaA01g01470D--BnaC06g01250D--BnaA08g15140D--BnaC07g03810D--BnaC03g62040D--BnaA07g02120D	2
BnaA01g01470D--BnaC06g01250D--BnaC07g03810D--BnaA07g02120D	17
BnaA01g01470D--BnaC07g03810D--BnaA07g02120D	112
BnaA01g01470D--BnaC07g03810D--BnaC03g62040D--BnaA07g02120D	2
BnaA01g01480D	55
BnaA01g01490D	15
BnaA01g01500D	108
BnaA01g01500D--BnaC05g36610D	19
BnaA01g01520D	134
BnaA01g01520D--BnaC01g40730D	178
BnaA01g01530D	2
BnaA01g01530D--BnaC02g14680D	1
BnaA01g01530D--BnaC02g14680D--BnaC01g40740D	1
BnaA01g01540D	76
BnaA01g01550D	3235
BnaA01g01560D	493
BnaA01g01570D	123
BnaA01g01580D	62
BnaA01g01590D	45
BnaA01g01600D	41
BnaA01g01620D	21
BnaA01g01630D	306
BnaA01g01640D	17
BnaA01g01650D	341
BnaA01g01660D	174
BnaA01g01670D	251
BnaA01g01680D	234
BnaA01g01690D	125
BnaA01g01700D	1745
BnaA01g01700D--BnaA08g14870D	68
BnaA01g01700D--BnaA08g14870D--BnaC03g62580D	49
BnaA01g01700D--BnaC03g62580D	14
BnaA01g01750D	206
BnaA01g01750D--BnaC08g11060D	4
BnaA01g01760D	154
BnaA01g01770D	1
BnaA01g01780D	136
BnaA01g01790D	490
BnaA01g01800D	432
BnaA01g01800D--BnaC03g62490D	27
BnaA01g01810D	177
BnaA01g01840D	8
BnaA01g01850D	3
BnaA01g01870D	28
BnaA01g01870D--BnaA08g14950D--BnaC03g62390D	1
BnaA01g01880D	14
BnaA01g01900D	327
BnaA01g01910D	68
BnaA01g01910D--BnaA03g53400D	5
BnaA01g01920D	74
BnaA01g01930D	34
BnaA01g01940D	12
BnaA01g01950D	95
BnaA01g01950D--BnaA03g53360D	1
BnaA01g01960D	61
BnaA01g01970D	524
BnaA01g01980D	1979
BnaA01g01980D--BnaA08g14990D--BnaC03g62300D	9
BnaA01g01990D	624
BnaA01g02000D	3
BnaA01g02020D	108
BnaA01g02030D	1
BnaA01g02040D	9
BnaA01g02050D	542
BnaA01g02060D	142
BnaA01g02070D	116
BnaA01g02070D--BnaA08g15010D--BnaC03g62270D	1
BnaA01g02080D	20
BnaA01g02090D	1915
BnaA01g02090D--BnaA03g53250D	29
BnaA01g02100D	399
BnaA01g02100D--BnaCnng48010D	178
BnaA01g02110D	90
BnaA01g02120D	61
BnaA01g02130D	53
BnaA01g02150D	158
BnaA01g02160D	409
BnaA01g02170D	262
BnaA01g02180D	535
BnaA01g02190D	418
BnaA01g02190D--BnaA08g10790D--BnaC03g65340D	10
BnaA01g02190D--BnaC03g65340D	5
BnaA01g02200D	1
BnaA01g02210D	31
BnaA01g02220D	382
BnaA01g02230D	3
BnaA01g02240D	30
BnaA01g02250D	105
BnaA01g02260D	244
BnaA01g02270D	287
BnaA01g02270D--BnaA08g10940D	1
BnaA01g02290D	91
BnaA01g02290D--BnaA03g36410D--BnaA09g18610D--BnaA09g54090D--BnaAnng14090D--BnaA03g58820D	3
BnaA01g02290D--BnaA09g54090D	79
BnaA01g02300D	201
BnaA01g02300D--BnaA09g00610D	2
BnaA01g02320D	39
BnaA01g02330D	354
BnaA01g02330D--BnaCnng03870D	11
BnaA01g02340D	1610
BnaA01g02350D	20
BnaA01g02350D--BnaA09g41790D	124
BnaA01g02350D--BnaA09g41790D--BnaAnng15360D	3
BnaA01g02360D--BnaA09g41780D	4
BnaA01g02370D	982
BnaA01g02380D	3
BnaA01g02390D	11
BnaA01g02400D	3
BnaA01g02410D	21
BnaA01g02410D--BnaUnng01620D	17
BnaA01g02420D	84
BnaA01g02430D	29
BnaA01g02440D	912
BnaA01g02450D	23
BnaA01g02460D	1230
BnaA01g02460D--BnaA01g02450D	15
BnaA01g02470D	123
BnaA01g02480D	39
BnaA01g02480D--BnaCnng63480D	1
BnaA01g02490D	805
BnaA01g02490D--BnaA01g33400D--BnaC01g39890D--BnaC03g33960D--BnaC05g47000D	15
BnaA01g02490D--BnaA03g52970D	2
BnaA01g02490D--BnaA08g11040D--BnaC03g65890D	1
BnaA01g02490D--BnaC05g47000D	26
BnaA01g02500D	154
BnaA01g02510D	46
BnaA01g02520D	136
BnaA01g02520D--BnaA08g11060D	3
BnaA01g02530D	461
BnaA01g02540D	1130
BnaA01g02550D	63
BnaA01g02560D	2
BnaA01g02570D	140
BnaA01g02580D	5
BnaA01g02580D--BnaA08g11090D--BnaC03g65940D	2
BnaA01g02590D	386
BnaA01g02600D	193
BnaA01g02610D	146
BnaA01g02620D	1149
BnaA01g02630D	160
BnaA01g02640D	949
BnaA01g02640D--BnaA08g11150D--BnaC03g66050D	80
BnaA01g02650D	685
BnaA01g02660D	483
BnaA01g02660D--BnaA08g11160D	5
BnaA01g02660D--BnaA08g11160D--BnaC03g66080D	2
BnaA01g02670D	785
BnaA01g02670D--BnaA08g11170D	2
BnaA01g02670D--BnaA08g11170D--BnaC03g66090D	65
BnaA01g02670D--BnaC03g29080D	4
BnaA01g02670D--BnaC03g66090D	87
BnaA01g02690D	265
BnaA01g02690D--BnaC03g66110D	3
BnaA01g02700D	1
BnaA01g02710D	61
BnaA01g02720D	3
BnaA01g02740D	147
BnaA01g02750D	2
BnaA01g02770D	274
BnaA01g02780D	190
BnaA01g02790D	100
BnaA01g02790D--BnaCnng65330D	34
BnaA01g02800D	203
BnaA01g02800D--BnaCnng65340D	38
BnaA01g02800D--BnaCnng65740D	11
BnaA01g02810D	734
BnaA01g02810D--BnaCnng65730D	342
BnaA01g02820D	87
BnaA01g02830D	275
BnaA01g02840D	141
BnaA01g02840D--BnaC03g45080D	19
BnaA01g02850D	53
BnaA01g02860D	1789
BnaA01g02870D	60
BnaA01g02870D--BnaA03g51030D	1
BnaA01g02880D	237
BnaA01g02890D	2
BnaA01g02900D	20
BnaA01g02910D	413
BnaA01g02920D	220
BnaA01g02920D--BnaCnng62850D	73
BnaA01g02930D	123
BnaA01g02940D	2007
BnaA01g02950D	486
BnaA01g02950D--BnaA03g50930D	51
BnaA01g02950D--BnaC03g77060D	2
BnaA01g02970D	173
BnaA01g02970D--BnaA08g11350D--BnaA03g50910D--BnaC03g77070D	2
BnaA01g02970D--BnaA08g11350D--BnaC03g77070D	77
BnaA01g02970D--BnaA08g11350D--BnaC03g77070D--BnaCnng64910D	31
BnaA01g02970D--BnaCnng64910D	78
BnaA01g02980D	57
BnaA01g02990D	75
