Gene	S18
BnaA01g00010D	81
BnaA01g00020D	37
BnaA01g00030D	147
BnaA01g00050D	464
BnaA01g00060D	24
BnaA01g00080D	41
BnaA01g00090D	9
BnaA01g00100D	79
BnaA01g00120D	33
BnaA01g00130D	3
BnaA01g00140D	50
BnaA01g00150D	3
BnaA01g00160D	1
BnaA01g00170D	2319
BnaA01g00170D--BnaA08g15890D	2
BnaA01g00170D--BnaA08g15890D--BnaC03g61150D	182
BnaA01g00170D--BnaC03g61150D	63
BnaA01g00180D	94
BnaA01g00190D	134
BnaA01g00190D--BnaA08g15870D--BnaC03g61170D	1
BnaA01g00200D	119
BnaA01g00210D	736
BnaA01g00210D--BnaA03g54330D	4
BnaA01g00260D	3
BnaA01g00260D--BnaC09g08180D--BnaA09g08020D	1
BnaA01g00270D	17
BnaA01g00280D	180
BnaA01g00290D	38
BnaA01g00290D--BnaA08g15790D--BnaC03g61270D	1
BnaA01g00300D	14
BnaA01g00310D	14
BnaA01g00320D	58
BnaA01g00340D	33
BnaA01g00360D	21
BnaA01g00360D--BnaA03g54130D--BnaA06g37740D	2
BnaA01g00360D--BnaA06g37740D	19
BnaA01g00370D	2
BnaA01g00370D--BnaA06g37730D	1
BnaA01g00380D	127
BnaA01g00390D	304
BnaA01g00390D--BnaA01g00380D	11
BnaA01g00400D	255
BnaA01g00400D--BnaC09g06760D	6
BnaA01g00410D	108
BnaA01g00420D	260
BnaA01g00430D	22
BnaA01g00440D	111
BnaA01g00450D	92
BnaA01g00460D	26
BnaA01g00480D	8
BnaA01g00480D--BnaAnng33790D	32
BnaA01g00500D	12
BnaA01g00510D	9
BnaA01g00520D	1
BnaA01g00540D--BnaCnng68210D	1
BnaA01g00550D--BnaCnng68210D	1
BnaA01g00560D--BnaCnng68210D	1
BnaA01g00570D	10
BnaA01g00580D	14
BnaA01g00590D	275
BnaA01g00600D	38
BnaA01g00610D	305
BnaA01g00620D	3
BnaA01g00630D	3
BnaA01g00640D	1
BnaA01g00650D	113
BnaA01g00660D	276
BnaA01g00670D	194
BnaA01g00670D--BnaC03g61550D	10
BnaA01g00670D--BnaC03g61550D--BnaA03g53870D	1
BnaA01g00680D	36
BnaA01g00700D	45
BnaA01g00700D--BnaA10g05800D	8
BnaA01g00700D--BnaA10g05800D--BnaUnng02120D	19
BnaA01g00710D	16
BnaA01g00730D	4
BnaA01g00740D	2
BnaA01g00760D	45
BnaA01g00770D	245
BnaA01g00780D	92
BnaA01g00790D	19
BnaA01g00800D	63
BnaA01g00800D--BnaA08g15530D	4
BnaA01g00830D	1
BnaA01g00850D	116
BnaA01g00850D--BnaA06g17210D--BnaA01g30440D	1
BnaA01g00850D--BnaA07g00050D--BnaA06g17210D--BnaC05g30490D--BnaA01g25810D--BnaA06g03060D	1
BnaA01g00850D--BnaA08g17310D--BnaC05g16980D--BnaA06g17210D	1
BnaA01g00850D--BnaA08g17310D--BnaC05g16980D--BnaA09g37030D--BnaA05g27820D--BnaA07g00050D--BnaA06g17210D--BnaA01g25810D--BnaA06g03060D	1
BnaA01g00860D	53
BnaA01g00870D	13
BnaA01g00880D	35
BnaA01g00890D	62
BnaA01g00900D	34
BnaA01g00920D	182
BnaA01g00920D--BnaA08g15490D	3
BnaA01g00930D	505
BnaA01g00940D	33
BnaA01g00960D	26
BnaA01g00970D	79
BnaA01g00980D	209
BnaA01g00990D	172
BnaA01g01000D	876
BnaA01g01010D	35
BnaA01g01020D	442
BnaA01g01020D--BnaC07g03180D--BnaA07g01750D	1
BnaA01g01030D	25
BnaA01g01040D	171
BnaA01g01070D	32
BnaA01g01070D--BnaA08g15420D	1
BnaA01g01080D	25
BnaA01g01080D--BnaAnng18230D	13
BnaA01g01100D	59
BnaA01g01120D	33
BnaA01g01140D	4
BnaA01g01150D	83
BnaA01g01150D--BnaCnng53540D	12
BnaA01g01160D	3
BnaA01g01170D	68
BnaA01g01170D--BnaC01g40690D	14
BnaA01g01180D	67
BnaA01g01180D--BnaC01g40690D	71
BnaA01g01190D--BnaC01g40700D	35
BnaA01g01200D	9
BnaA01g01200D--BnaC01g40700D	10
BnaA01g01210D	167
BnaA01g01220D	3
BnaA01g01230D	1
BnaA01g01240D	51
BnaA01g01240D--BnaAnng19790D--BnaCnng72740D	1
BnaA01g01250D	13
BnaA01g01250D--BnaAnng19780D	1
BnaA01g01250D--BnaC07g51180D--BnaAnng19780D	5
BnaA01g01260D--BnaC07g51170D	2
BnaA01g01260D--BnaC07g51170D--BnaAnng19770D	1
BnaA01g01270D	56
BnaA01g01280D	10
BnaA01g01280D--BnaA01g01260D	2
BnaA01g01300D	1
BnaA01g01310D	412
BnaA01g01320D	1
BnaA01g01330D	346
BnaA01g01330D--BnaC07g51120D	7
BnaA01g01340D	72
BnaA01g01350D	3
BnaA01g01360D	16
BnaA01g01360D--BnaA07g05850D	29
BnaA01g01370D	13
BnaA01g01380D	3
BnaA01g01400D	444
BnaA01g01410D	49
BnaA01g01420D	181
BnaA01g01430D	154
BnaA01g01440D	5
BnaA01g01450D	23
BnaA01g01460D	54
BnaA01g01470D	386
BnaA01g01470D--BnaA08g15140D	12
BnaA01g01470D--BnaA08g15140D--BnaC07g03810D--BnaC03g62040D--BnaA07g02120D	21
BnaA01g01470D--BnaC03g62040D	31
BnaA01g01470D--BnaC06g01250D--BnaA08g15140D--BnaC07g03810D--BnaC03g62040D--BnaA07g02120D	1
BnaA01g01470D--BnaC06g01250D--BnaC07g03810D--BnaA07g02120D	3
BnaA01g01470D--BnaC07g03810D--BnaA07g02120D	21
BnaA01g01480D	24
BnaA01g01490D	4
BnaA01g01500D	21
BnaA01g01500D--BnaC05g36610D	4
BnaA01g01520D	57
BnaA01g01520D--BnaA09g09370D--BnaC01g40730D	2
BnaA01g01520D--BnaC01g40730D	24
BnaA01g01540D	34
BnaA01g01550D	900
BnaA01g01560D	108
BnaA01g01570D	11
BnaA01g01580D	9
BnaA01g01590D	9
BnaA01g01600D	34
BnaA01g01620D	1
BnaA01g01630D	66
BnaA01g01640D	3
BnaA01g01650D	112
BnaA01g01660D	53
BnaA01g01670D	63
BnaA01g01680D	76
BnaA01g01690D	41
BnaA01g01700D	734
BnaA01g01700D--BnaA08g14870D	21
BnaA01g01700D--BnaA08g14870D--BnaC03g62580D	17
BnaA01g01700D--BnaC03g62580D	9
BnaA01g01710D	1
BnaA01g01750D	89
BnaA01g01750D--BnaC08g11060D	2
BnaA01g01760D	52
BnaA01g01770D	1
BnaA01g01780D	36
BnaA01g01790D	126
