Gene	S17
BnaA01g00010D	128
BnaA01g00020D	40
BnaA01g00030D	142
BnaA01g00040D	4
BnaA01g00050D	508
BnaA01g00060D	10
BnaA01g00080D	38
BnaA01g00090D	17
BnaA01g00100D	71
BnaA01g00100D--BnaA08g15970D--BnaC03g61090D	2
BnaA01g00120D	29
BnaA01g00140D	51
BnaA01g00150D	11
BnaA01g00170D	2429
BnaA01g00170D--BnaA08g15890D--BnaC03g61150D	180
BnaA01g00170D--BnaC03g61150D	81
BnaA01g00180D	101
BnaA01g00190D	147
BnaA01g00190D--BnaA08g15870D--BnaC03g61170D	2
BnaA01g00200D	97
BnaA01g00210D	724
BnaA01g00210D--BnaA03g54330D	9
BnaA01g00230D	1
BnaA01g00250D	1
BnaA01g00260D	3
BnaA01g00260D--BnaC09g08180D--BnaA09g08020D	1
BnaA01g00270D	10
BnaA01g00280D	205
BnaA01g00290D	40
BnaA01g00290D--BnaA08g15790D--BnaC03g61270D	1
BnaA01g00300D	13
BnaA01g00310D	12
BnaA01g00320D	60
BnaA01g00340D	22
BnaA01g00350D--BnaA01g00330D--BnaA01g35840D	1
BnaA01g00360D	8
BnaA01g00360D--BnaA06g37740D	7
BnaA01g00370D	4
BnaA01g00370D--BnaA06g37730D	1
BnaA01g00380D	177
BnaA01g00390D	300
BnaA01g00390D--BnaA01g00380D	12
BnaA01g00400D	120
BnaA01g00400D--BnaC09g06760D	5
BnaA01g00410D	125
BnaA01g00420D	205
BnaA01g00430D	18
BnaA01g00440D	112
BnaA01g00450D	102
BnaA01g00460D	29
BnaA01g00470D	1
BnaA01g00480D	5
BnaA01g00480D--BnaAnng33790D	49
BnaA01g00490D	3
BnaA01g00500D	13
BnaA01g00510D	6
BnaA01g00520D	1
BnaA01g00540D--BnaCnng68210D	1
BnaA01g00550D--BnaCnng68210D	2
BnaA01g00570D	7
BnaA01g00580D	3
BnaA01g00590D	234
BnaA01g00600D	47
BnaA01g00610D	244
BnaA01g00620D	1
BnaA01g00630D	2
BnaA01g00650D	96
BnaA01g00660D	312
BnaA01g00670D	119
BnaA01g00670D--BnaC03g61550D	2
BnaA01g00670D--BnaC03g61550D--BnaA08g15610D	2
BnaA01g00680D	49
