Gene	S4
BnaA01g00010D	145
BnaA01g00020D	10
BnaA01g00030D	261
BnaA01g00050D	638
BnaA01g00060D	35
BnaA01g00060D--BnaC03g61020D	1
BnaA01g00070D	123
BnaA01g00080D	31
BnaA01g00090D	13
BnaA01g00100D	86
BnaA01g00100D--BnaA08g15970D--BnaC03g61090D	1
BnaA01g00120D	5
BnaA01g00140D	21
BnaA01g00150D	66
BnaA01g00160D	36
BnaA01g00170D	126
BnaA01g00170D--BnaA08g15890D--BnaC03g61150D	5
BnaA01g00170D--BnaC03g61150D	1
BnaA01g00180D	20
BnaA01g00190D	329
BnaA01g00190D--BnaA08g15870D--BnaC03g61170D	5
BnaA01g00200D	181
BnaA01g00210D	1298
BnaA01g00210D--BnaA03g54330D	18
BnaA01g00230D	1
BnaA01g00260D	2
BnaA01g00260D--BnaA09g08020D	2
BnaA01g00260D--BnaC09g08180D--BnaA09g08020D	1
BnaA01g00290D	28
BnaA01g00300D	20
BnaA01g00310D	35
BnaA01g00320D	32
BnaA01g00340D	19
BnaA01g00350D--BnaA01g00330D--BnaA01g35840D	1
BnaA01g00360D	153
BnaA01g00360D--BnaA03g54130D--BnaA06g37740D	12
BnaA01g00360D--BnaA06g37740D	184
BnaA01g00370D	1
BnaA01g00380D	14
BnaA01g00390D	32
BnaA01g00390D--BnaA01g00380D	1
BnaA01g00400D	234
BnaA01g00400D--BnaC09g06760D	7
BnaA01g00410D	488
BnaA01g00410D--BnaA03g54060D	8
BnaA01g00420D	37
BnaA01g00430D	23
BnaA01g00440D	95
BnaA01g00450D	117
BnaA01g00460D	47
BnaA01g00470D	1
BnaA01g00480D	9
BnaA01g00480D--BnaAnng33790D	29
BnaA01g00500D	8
BnaA01g00510D	17
BnaA01g00520D	1
BnaA01g00540D--BnaCnng68210D	11
BnaA01g00550D	1
BnaA01g00550D--BnaCnng68210D	39
BnaA01g00560D--BnaCnng68210D	34
BnaA01g00570D	20
BnaA01g00580D	13
BnaA01g00590D	3
BnaA01g00600D	7
BnaA01g00610D	72
BnaA01g00620D	10
BnaA01g00620D--BnaA03g53930D	1
BnaA01g00650D	120
BnaA01g00660D	103
BnaA01g00670D	166
BnaA01g00670D--BnaC03g61550D	11
BnaA01g00680D	56
BnaA01g00690D	6
BnaA01g00700D	96
BnaA01g00700D--BnaA10g05800D	10
BnaA01g00700D--BnaA10g05800D--BnaUnng02120D	32
BnaA01g00710D	42
BnaA01g00730D	8
BnaA01g00740D	1
BnaA01g00760D	79
BnaA01g00770D	315
BnaA01g00780D	7
BnaA01g00790D	44
BnaA01g00800D	16
BnaA01g00800D--BnaA08g15530D	1
BnaA01g00810D	3
BnaA01g00820D	2
BnaA01g00830D	16
BnaA01g00830D--BnaA03g53720D	15
BnaA01g00850D	35
BnaA01g00850D--BnaA06g17210D	1
BnaA01g00850D--BnaA07g00050D--BnaA06g17210D--BnaA01g25810D--BnaA06g03060D	1
BnaA01g00850D--BnaA08g17310D--BnaA07g28020D--BnaC05g16980D--BnaA09g37030D--BnaA05g27820D--BnaA07g00050D--BnaA06g17210D--BnaA01g25810D--BnaA06g03060D	1
BnaA01g00850D--BnaA08g17310D--BnaC05g16980D--BnaA09g37030D--BnaA05g27820D--BnaA07g00050D--BnaA06g17210D--BnaA01g25810D--BnaA06g03060D	1
BnaA01g00860D	57
BnaA01g00860D--BnaA08g15510D	2
BnaA01g00870D	12
BnaA01g00880D	34
BnaA01g00890D	75
BnaA01g00900D	3
BnaA01g00910D	3
BnaA01g00920D	69
BnaA01g00920D--BnaA08g15490D	4
BnaA01g00930D	90
BnaA01g00940D	66
BnaA01g00950D	1
BnaA01g00950D--BnaC04g03980D	2
BnaA01g00960D	3
BnaA01g00970D	82
BnaA01g00980D	3
BnaA01g00990D	317
BnaA01g01000D	27
BnaA01g01010D	6
BnaA01g01020D	137
BnaA01g01020D--BnaC07g03180D--BnaA07g01750D	1
BnaA01g01030D	62
BnaA01g01040D	347
BnaA01g01060D	2
BnaA01g01070D	62
BnaA01g01080D	38
BnaA01g01080D--BnaAnng18230D	27
BnaA01g01090D	16
BnaA01g01090D--BnaA08g15410D--BnaC03g61830D	2
BnaA01g01100D	72
BnaA01g01100D--BnaAnng20760D	1
BnaA01g01120D	21
BnaA01g01130D--BnaCnng53510D	1
BnaA01g01140D	50
BnaA01g01140D--BnaA03g53530D	3
BnaA01g01140D--BnaA03g53530D--BnaCnng53530D	2
BnaA01g01140D--BnaCnng53530D	6
BnaA01g01150D	63
BnaA01g01150D--BnaCnng53540D	10
BnaA01g01160D	1
BnaA01g01170D	67
BnaA01g01170D--BnaC01g40690D	22
BnaA01g01180D	85
BnaA01g01180D--BnaC01g40690D	65
BnaA01g01190D	1
BnaA01g01190D--BnaC01g40700D	1
BnaA01g01210D	346
BnaA01g01220D	1
BnaA01g01230D	8
BnaA01g01240D	30
BnaA01g01240D--BnaA08g15220D	1
BnaA01g01240D--BnaAnng19790D	1
BnaA01g01250D	10
BnaA01g01250D--BnaAnng19780D	1
BnaA01g01250D--BnaC07g51180D--BnaAnng19780D	9
BnaA01g01260D	3
BnaA01g01260D--BnaAnng19770D	2
BnaA01g01260D--BnaC07g51170D	3
BnaA01g01260D--BnaC07g51170D--BnaAnng19770D	1
BnaA01g01270D	116
BnaA01g01280D	98
BnaA01g01280D--BnaA01g01260D	11
BnaA01g01300D	14
BnaA01g01310D	116
BnaA01g01320D	9
BnaA01g01330D	428
BnaA01g01330D--BnaC07g51120D	15
BnaA01g01340D	73
BnaA01g01350D	4
BnaA01g01360D	7
BnaA01g01360D--BnaA07g05850D	5
BnaA01g01370D	9
BnaA01g01400D	746
BnaA01g01410D	87
BnaA01g01420D	188
BnaA01g01430D	314
BnaA01g01440D	2
BnaA01g01450D	15
BnaA01g01450D--BnaC03g61980D	1
BnaA01g01460D	42
BnaA01g01460D--BnaC03g62030D	1
BnaA01g01470D	987
BnaA01g01470D--BnaA08g15140D	30
BnaA01g01470D--BnaA08g15140D--BnaC07g03810D--BnaC03g62040D--BnaA07g02120D	15
BnaA01g01470D--BnaC03g62040D	47
BnaA01g01470D--BnaC06g01250D--BnaA08g15140D--BnaC07g03810D--BnaC03g62040D--BnaA07g02120D	1
BnaA01g01470D--BnaC06g01250D--BnaC07g03810D--BnaA07g02120D	13
BnaA01g01470D--BnaC07g03810D--BnaA07g02120D	52
BnaA01g01480D	19
BnaA01g01490D	1
BnaA01g01500D	81
BnaA01g01500D--BnaC05g36610D	1
BnaA01g01520D	88
BnaA01g01520D--BnaC01g40730D	67
BnaA01g01530D	1
BnaA01g01540D	12
BnaA01g01550D	231
BnaA01g01560D	300
BnaA01g01570D	37
BnaA01g01580D	10
BnaA01g01590D	17
BnaA01g01600D	26
BnaA01g01610D	1
BnaA01g01620D	5
BnaA01g01630D	75
BnaA01g01650D	163
BnaA01g01660D	54
BnaA01g01670D	156
BnaA01g01680D	99
BnaA01g01690D	28
BnaA01g01690D--BnaAnng08260D	1
BnaA01g01700D	1135
BnaA01g01700D--BnaA08g14870D	33
BnaA01g01700D--BnaA08g14870D--BnaC03g62580D	36
BnaA01g01700D--BnaC03g62580D	12
BnaA01g01750D	100
BnaA01g01750D--BnaC08g11060D	2
BnaA01g01760D	72
BnaA01g01780D	3
BnaA01g01790D	49
BnaA01g01800D	222
BnaA01g01800D--BnaC03g62490D	3
BnaA01g01810D	51
BnaA01g01840D	2
BnaA01g01850D	2
BnaA01g01870D	35
BnaA01g01880D	5
BnaA01g01890D	1
BnaA01g01900D	152
BnaA01g01910D	15
BnaA01g01910D--BnaA03g53400D	1
BnaA01g01920D	35
BnaA01g01930D	8
BnaA01g01940D	4
BnaA01g01950D	37
BnaA01g01950D--BnaA03g53360D	2
BnaA01g01960D	6
BnaA01g01970D	77
BnaA01g01980D	361
BnaA01g01980D--BnaA08g14990D--BnaC03g62300D	2
BnaA01g01990D	48
BnaA01g02020D	50
BnaA01g02030D	24
BnaA01g02040D	203
BnaA01g02050D	111
BnaA01g02060D	241
