Gene	S2
BnaA01g00010D	60
BnaA01g00020D	34
BnaA01g00030D	114
BnaA01g00040D	1
BnaA01g00050D	378
BnaA01g00060D	26
BnaA01g00080D	40
BnaA01g00090D	8
BnaA01g00100D	68
BnaA01g00120D	27
BnaA01g00130D	2
BnaA01g00140D	23
BnaA01g00150D	2
BnaA01g00160D	1
BnaA01g00170D	2463
BnaA01g00170D--BnaA08g15890D	1
BnaA01g00170D--BnaA08g15890D--BnaC03g61150D	200
BnaA01g00170D--BnaC03g61150D	73
BnaA01g00180D	95
BnaA01g00190D	202
BnaA01g00190D--BnaA08g15870D--BnaC03g61170D	2
BnaA01g00200D	105
BnaA01g00210D	902
BnaA01g00210D--BnaA03g54330D	4
BnaA01g00260D	1
BnaA01g00260D--BnaA09g08020D	1
BnaA01g00260D--BnaC09g08180D--BnaA09g08020D	1
BnaA01g00270D	23
BnaA01g00280D	177
BnaA01g00290D	30
BnaA01g00290D--BnaCnng72090D	1
BnaA01g00300D	24
BnaA01g00310D	6
BnaA01g00320D	22
BnaA01g00340D	29
BnaA01g00360D	27
BnaA01g00360D--BnaA03g54130D--BnaA06g37740D	3
BnaA01g00360D--BnaA06g37740D	25
BnaA01g00370D	8
BnaA01g00370D--BnaA06g37730D	1
BnaA01g00380D	85
BnaA01g00390D	218
BnaA01g00390D--BnaA01g00380D	19
BnaA01g00400D	162
BnaA01g00400D--BnaC09g06760D	2
BnaA01g00410D	101
BnaA01g00410D--BnaA03g54060D	1
BnaA01g00420D	258
BnaA01g00430D	27
BnaA01g00440D	106
BnaA01g00450D	157
BnaA01g00460D	32
BnaA01g00480D	7
BnaA01g00480D--BnaAnng33790D	34
BnaA01g00490D	2
BnaA01g00500D	5
BnaA01g00510D	1
BnaA01g00520D	1
BnaA01g00540D--BnaCnng68210D	1
BnaA01g00560D--BnaCnng68210D	1
BnaA01g00570D	3
BnaA01g00580D	11
BnaA01g00590D	291
BnaA01g00600D	52
BnaA01g00610D	248
BnaA01g00620D	1
BnaA01g00630D	5
BnaA01g00650D	101
BnaA01g00660D	267
BnaA01g00670D	218
BnaA01g00670D--BnaC03g61550D	4
BnaA01g00670D--BnaC03g61550D--BnaA08g15610D	1
BnaA01g00680D	31
BnaA01g00690D	1
BnaA01g00700D	56
BnaA01g00700D--BnaA10g05800D	7
BnaA01g00700D--BnaA10g05800D--BnaUnng02120D	18
BnaA01g00710D	17
BnaA01g00730D	5
BnaA01g00760D	37
BnaA01g00770D	245
BnaA01g00780D	106
BnaA01g00790D	37
BnaA01g00800D	75
BnaA01g00800D--BnaA08g15530D	4
BnaA01g00850D	134
BnaA01g00850D--BnaA06g17210D	1
BnaA01g00850D--BnaA08g17310D--BnaA07g00050D--BnaA06g17210D--BnaC05g30490D--BnaA05g33990D--BnaA01g25810D--BnaC01g30160D--BnaA06g03060D--BnaC03g77610D	1
BnaA01g00860D	40
BnaA01g00860D--BnaA08g15510D	2
BnaA01g00870D	7
