Gene	S13
BnaA01g00010D	89
BnaA01g00020D	13
BnaA01g00030D	84
BnaA01g00050D	252
BnaA01g00060D	10
BnaA01g00080D	22
BnaA01g00090D	6
BnaA01g00100D	44
BnaA01g00110D	1
BnaA01g00120D	12
BnaA01g00130D	2
BnaA01g00140D	18
BnaA01g00150D	6
BnaA01g00160D	4
BnaA01g00170D	1241
BnaA01g00170D--BnaA08g15890D	1
BnaA01g00170D--BnaA08g15890D--BnaC03g61150D	101
BnaA01g00170D--BnaC03g61150D	41
BnaA01g00180D	64
BnaA01g00190D	79
BnaA01g00200D	39
BnaA01g00210D	735
BnaA01g00210D--BnaA03g54330D	12
BnaA01g00230D--BnaC03g61210D--BnaA08g31080D	1
BnaA01g00250D	1
BnaA01g00260D	1
BnaA01g00270D	8
BnaA01g00280D	91
BnaA01g00290D	13
BnaA01g00300D	9
BnaA01g00310D	11
BnaA01g00320D	21
BnaA01g00340D	17
BnaA01g00350D--BnaA01g00330D--BnaA01g35840D	2
BnaA01g00360D	18
BnaA01g00360D--BnaA03g54130D--BnaA06g37740D	2
BnaA01g00360D--BnaA06g37740D	9
BnaA01g00380D	71
BnaA01g00390D	169
BnaA01g00390D--BnaA01g00380D	2
BnaA01g00400D	150
BnaA01g00400D--BnaC09g06760D	4
BnaA01g00410D	171
BnaA01g00420D	125
BnaA01g00430D	22
BnaA01g00440D	55
BnaA01g00450D	96
BnaA01g00460D	13
BnaA01g00480D	1
BnaA01g00480D--BnaAnng33790D	24
BnaA01g00500D	4
BnaA01g00510D	2
BnaA01g00520D	32
BnaA01g00560D--BnaCnng68210D	2
BnaA01g00580D	3
BnaA01g00590D	147
BnaA01g00600D	59
BnaA01g00610D	223
BnaA01g00620D	1
BnaA01g00650D	77
BnaA01g00660D	149
BnaA01g00670D	139
BnaA01g00670D--BnaC03g61550D	4
BnaA01g00680D	20
BnaA01g00700D	27
BnaA01g00700D--BnaA10g05800D	4
BnaA01g00700D--BnaA10g05800D--BnaUnng02120D	8
BnaA01g00710D	21
BnaA01g00730D	2
BnaA01g00740D	1
BnaA01g00760D	32
BnaA01g00770D	185
BnaA01g00780D	57
BnaA01g00790D	31
BnaA01g00800D	36
BnaA01g00850D	68
BnaA01g00850D--BnaA08g17310D--BnaC05g16980D--BnaA09g37030D--BnaA05g27820D--BnaA07g00050D--BnaA06g17210D--BnaA01g25810D--BnaA06g03060D	1
BnaA01g00850D--BnaA08g17310D--BnaC05g16980D--BnaA09g37030D--BnaA05g27820D--BnaA07g00050D--BnaA06g17210D--BnaA01g25810D--BnaC01g30160D--BnaA06g03060D	1
BnaA01g00850D--BnaC02g12780D	1
BnaA01g00850D--BnaC05g16980D--BnaC02g12780D--BnaA06g36850D	1
BnaA01g00860D	34
BnaA01g00870D	8
BnaA01g00880D	13
BnaA01g00890D	18
BnaA01g00900D	93
BnaA01g00920D	140
BnaA01g00920D--BnaA08g15490D	1
BnaA01g00930D	278
BnaA01g00940D	20
BnaA01g00960D	26
BnaA01g00970D	38
BnaA01g00980D	126
BnaA01g00990D	135
BnaA01g01000D	1086
BnaA01g01010D	13
BnaA01g01020D	229
BnaA01g01030D	33
BnaA01g01040D	149
BnaA01g01070D	9
BnaA01g01080D	11
BnaA01g01080D--BnaAnng18230D	11
BnaA01g01100D	29
BnaA01g01120D	19
BnaA01g01140D	4
BnaA01g01140D--BnaA03g53530D--BnaCnng53530D	1
BnaA01g01140D--BnaCnng53530D	5
BnaA01g01150D	54
BnaA01g01150D--BnaCnng53540D	6
BnaA01g01170D	30
BnaA01g01170D--BnaC01g40690D	15
BnaA01g01180D	30
BnaA01g01180D--BnaC01g40690D	36
BnaA01g01190D--BnaC01g40700D	10
BnaA01g01200D	3
BnaA01g01200D--BnaC01g40700D	2
BnaA01g01210D	169
BnaA01g01230D	1
BnaA01g01240D	30
BnaA01g01250D	6
BnaA01g01250D--BnaC07g51180D--BnaAnng19780D	2
BnaA01g01260D	1
BnaA01g01270D	28
BnaA01g01280D	19
BnaA01g01300D	1
BnaA01g01310D	211
BnaA01g01320D	2
BnaA01g01330D	247
BnaA01g01330D--BnaC07g51120D	2
BnaA01g01340D	44
BnaA01g01360D	18
BnaA01g01360D--BnaA07g05850D	12
BnaA01g01370D	9
BnaA01g01380D	3
BnaA01g01400D	311
BnaA01g01410D	45
BnaA01g01420D	144
BnaA01g01430D	88
BnaA01g01440D	1
BnaA01g01450D	7
BnaA01g01460D	31
BnaA01g01470D	230
BnaA01g01470D--BnaA08g15140D	14
BnaA01g01470D--BnaA08g15140D--BnaC07g03810D--BnaC03g62040D--BnaA07g02120D	10
BnaA01g01470D--BnaC03g62040D	13
BnaA01g01470D--BnaC06g01250D--BnaA08g15140D--BnaC07g03810D--BnaC03g62040D--BnaA07g02120D	4
BnaA01g01470D--BnaC06g01250D--BnaC07g03810D--BnaA07g02120D	3
BnaA01g01470D--BnaC07g03810D--BnaA07g02120D	26
BnaA01g01480D	13
BnaA01g01490D	1
BnaA01g01500D	29
BnaA01g01500D--BnaC05g36610D	2
BnaA01g01520D	25
BnaA01g01520D--BnaC01g40730D	22
BnaA01g01540D	9
BnaA01g01550D	780
BnaA01g01560D	58
BnaA01g01570D	22
BnaA01g01580D	10
BnaA01g01590D	9
BnaA01g01600D	7
BnaA01g01610D	1
BnaA01g01620D	16
BnaA01g01630D	35
BnaA01g01640D	3
BnaA01g01650D	55
BnaA01g01660D	28
BnaA01g01670D	67
BnaA01g01680D	34
BnaA01g01690D	37
BnaA01g01700D	371
BnaA01g01700D--BnaA08g14870D	6
BnaA01g01700D--BnaA08g14870D--BnaC03g62580D	13
BnaA01g01700D--BnaC03g62580D	2
BnaA01g01750D	51
BnaA01g01750D--BnaC08g11060D	4
BnaA01g01760D	21
BnaA01g01780D	37
BnaA01g01790D	91
BnaA01g01800D	97
BnaA01g01800D--BnaA08g31050D	2
BnaA01g01800D--BnaC03g62490D	8
BnaA01g01800D--BnaC03g62490D--BnaA08g31050D	1
BnaA01g01810D	21
BnaA01g01840D	4
BnaA01g01870D	7
