Gene	S14
BnaA01g00010D	81
BnaA01g00020D	15
BnaA01g00030D	88
BnaA01g00040D	2
BnaA01g00050D	220
BnaA01g00060D	24
BnaA01g00080D	43
BnaA01g00090D	2
BnaA01g00100D	50
BnaA01g00110D	1
BnaA01g00120D	11
BnaA01g00130D	3
BnaA01g00140D	18
BnaA01g00170D	1266
BnaA01g00170D--BnaA08g15890D--BnaC03g61150D	80
BnaA01g00170D--BnaC03g61150D	47
BnaA01g00180D	47
BnaA01g00190D	152
BnaA01g00200D	100
BnaA01g00210D	695
BnaA01g00210D--BnaA03g54330D	4
BnaA01g00260D	5
BnaA01g00260D--BnaC09g08180D--BnaA09g08020D	1
BnaA01g00270D	7
BnaA01g00280D	106
BnaA01g00290D	18
BnaA01g00300D	9
BnaA01g00310D	7
BnaA01g00320D	40
BnaA01g00340D	22
BnaA01g00350D--BnaA01g00330D--BnaA01g35840D	1
BnaA01g00360D	24
BnaA01g00360D--BnaA03g54130D--BnaA06g37740D	1
BnaA01g00360D--BnaA06g37740D	20
BnaA01g00370D	4
BnaA01g00380D	56
BnaA01g00390D	182
BnaA01g00390D--BnaA01g00380D	1
BnaA01g00400D	161
BnaA01g00400D--BnaC09g06760D	2
BnaA01g00410D	263
BnaA01g00420D	122
BnaA01g00430D	19
BnaA01g00440D	66
BnaA01g00450D	101
BnaA01g00460D	14
BnaA01g00480D--BnaAnng33790D	23
BnaA01g00500D	4
BnaA01g00510D	3
BnaA01g00520D	69
BnaA01g00570D	2
BnaA01g00580D	8
BnaA01g00590D	259
BnaA01g00600D	85
BnaA01g00610D	195
BnaA01g00620D	1
BnaA01g00630D	2
BnaA01g00650D	63
BnaA01g00660D	145
BnaA01g00670D	137
BnaA01g00670D--BnaC03g61550D	3
BnaA01g00670D--BnaC03g61550D--BnaA08g15610D	2
BnaA01g00680D	15
BnaA01g00700D	42
BnaA01g00700D--BnaA10g05800D	7
BnaA01g00700D--BnaA10g05800D--BnaUnng02120D	19
BnaA01g00710D	22
BnaA01g00730D	5
BnaA01g00760D	39
BnaA01g00770D	147
BnaA01g00780D	58
BnaA01g00790D	47
BnaA01g00800D	50
BnaA01g00800D--BnaA08g15530D	1
BnaA01g00850D	59
BnaA01g00850D--BnaA06g03440D--BnaA07g00050D--BnaA06g17210D--BnaA01g25810D--BnaA06g03060D	1
BnaA01g00850D--BnaA07g00050D--BnaA06g17210D--BnaC05g30490D--BnaA01g25810D--BnaA06g03060D	2
BnaA01g00850D--BnaA08g17310D--BnaC05g16980D--BnaA09g37030D--BnaA05g27820D--BnaA07g00050D--BnaA06g17210D--BnaA01g25810D--BnaA06g03060D	1
BnaA01g00850D--BnaA08g17310D--BnaC05g16980D--BnaA09g37030D--BnaA05g27820D--BnaA07g00050D--BnaA06g17210D--BnaC05g30490D--BnaA01g25810D--BnaA06g03060D	1
BnaA01g00860D	26
BnaA01g00870D	7
BnaA01g00880D	31
BnaA01g00890D	35
BnaA01g00900D	162
BnaA01g00920D	123
BnaA01g00920D--BnaA08g15490D	2
BnaA01g00930D	235
BnaA01g00940D	30
BnaA01g00960D	7
BnaA01g00970D	56
BnaA01g00980D	140
BnaA01g00990D	141
BnaA01g01000D	2199
BnaA01g01010D	24
BnaA01g01020D	277
BnaA01g01020D--BnaC07g03180D--BnaA07g01750D	4
BnaA01g01030D	21
BnaA01g01040D	155
BnaA01g01070D	18
BnaA01g01070D--BnaC05g47020D--BnaAnng21080D	2
BnaA01g01080D	30
BnaA01g01080D--BnaAnng18230D	9
BnaA01g01100D	44
BnaA01g01110D--BnaA08g15390D--BnaC03g61850D	1
BnaA01g01120D	21
BnaA01g01140D	6
BnaA01g01140D--BnaA03g53530D	1
BnaA01g01140D--BnaCnng53530D	4
BnaA01g01150D	51
BnaA01g01150D--BnaCnng53540D	5
BnaA01g01170D	48
BnaA01g01170D--BnaC01g40690D	6
BnaA01g01180D	51
