Gene	S16
BnaA01g00010D	159
BnaA01g00020D	8
BnaA01g00030D	162
BnaA01g00050D	283
BnaA01g00060D	75
BnaA01g00060D--BnaC03g61020D	2
BnaA01g00070D	24
BnaA01g00080D	123
BnaA01g00090D	9
BnaA01g00100D	36
BnaA01g00110D	3
BnaA01g00120D	1
BnaA01g00140D	4
BnaA01g00150D	13
BnaA01g00160D	31
BnaA01g00170D	48
BnaA01g00180D	18
BnaA01g00190D	1271
BnaA01g00190D--BnaA08g15870D	1
BnaA01g00190D--BnaA08g15870D--BnaC03g61170D	3
BnaA01g00200D	127
BnaA01g00210D	1934
BnaA01g00210D--BnaA03g54330D	23
BnaA01g00230D	2
BnaA01g00230D--BnaA08g31080D	1
BnaA01g00230D--BnaC03g61210D--BnaA08g31080D	4
BnaA01g00260D	3
BnaA01g00260D--BnaA09g08020D	2
BnaA01g00260D--BnaC09g08180D--BnaA09g08020D	3
BnaA01g00270D	8
BnaA01g00280D	2
BnaA01g00290D	21
BnaA01g00290D--BnaCnng72090D	1
BnaA01g00300D	7
BnaA01g00310D	122
BnaA01g00320D	28
BnaA01g00340D	26
BnaA01g00360D	685
BnaA01g00360D--BnaA03g54130D	9
BnaA01g00360D--BnaA03g54130D--BnaA06g37740D	61
BnaA01g00360D--BnaA06g37740D	598
BnaA01g00370D	4
BnaA01g00380D	6
BnaA01g00390D	38
BnaA01g00400D	96
BnaA01g00400D--BnaC09g06760D	2
BnaA01g00410D	179
BnaA01g00420D	13
BnaA01g00430D	13
BnaA01g00440D	60
BnaA01g00450D	30
BnaA01g00460D	10
BnaA01g00480D	2
BnaA01g00480D--BnaAnng33790D	12
BnaA01g00500D	4
BnaA01g00510D	7
BnaA01g00540D--BnaCnng68210D	3
BnaA01g00550D--BnaCnng68210D	7
BnaA01g00560D--BnaCnng68210D	12
BnaA01g00570D	2
BnaA01g00580D	269
BnaA01g00590D	15
BnaA01g00600D	44
BnaA01g00610D	61
BnaA01g00620D	12
BnaA01g00620D--BnaA03g53930D	2
BnaA01g00630D	1
BnaA01g00640D	8
BnaA01g00650D	83
BnaA01g00660D	38
BnaA01g00670D	136
BnaA01g00670D--BnaC03g61550D	8
BnaA01g00670D--BnaC03g61550D--BnaA08g15610D	1
BnaA01g00680D	7
BnaA01g00690D	7
BnaA01g00700D	28
BnaA01g00700D--BnaA10g05800D	8
BnaA01g00700D--BnaA10g05800D--BnaUnng02120D	11
BnaA01g00710D	28
BnaA01g00730D	5
BnaA01g00740D	5
BnaA01g00760D	18
BnaA01g00770D	229
BnaA01g00780D	11
BnaA01g00790D	72
BnaA01g00800D	9
BnaA01g00810D	5
BnaA01g00820D	2
BnaA01g00830D	3
BnaA01g00830D--BnaA03g53720D	3
BnaA01g00840D--BnaC03g39250D--BnaC01g08920D--BnaC01g08980D--BnaA09g26970D	1
BnaA01g00850D	15
BnaA01g00850D--BnaA07g00050D--BnaA06g17210D--BnaA01g25810D--BnaA06g03060D	1
BnaA01g00850D--BnaC02g12780D	1
BnaA01g00860D	47
BnaA01g00860D--BnaA08g15510D	2
BnaA01g00870D	8
BnaA01g00880D	16
BnaA01g00890D	59
BnaA01g00900D	14
BnaA01g00910D	1
BnaA01g00920D	46
BnaA01g00930D	61
BnaA01g00940D	31
BnaA01g00950D--BnaC04g03980D	1
BnaA01g00960D	1
BnaA01g00970D	46
BnaA01g00980D	6
BnaA01g00990D	144
BnaA01g01000D	9
BnaA01g01010D	202
BnaA01g01020D	113
BnaA01g01030D	16
BnaA01g01040D	515
BnaA01g01070D	22
BnaA01g01080D	150
BnaA01g01080D--BnaAnng18230D	20
BnaA01g01090D	7
BnaA01g01100D	165
BnaA01g01110D	1
BnaA01g01120D	28
BnaA01g01130D	1
BnaA01g01140D	122
BnaA01g01140D--BnaA03g53530D	1
BnaA01g01140D--BnaCnng53530D	27
BnaA01g01150D	27
BnaA01g01170D	75
BnaA01g01170D--BnaC01g40690D	15
BnaA01g01180D	121
BnaA01g01180D--BnaC01g40690D	81
BnaA01g01190D	4
BnaA01g01190D--BnaC01g40700D	6
BnaA01g01200D	3
BnaA01g01200D--BnaC01g40700D	1
BnaA01g01210D	347
BnaA01g01220D	14
BnaA01g01230D	88
BnaA01g01230D--BnaA08g15240D	1
BnaA01g01240D	31
BnaA01g01250D	9
BnaA01g01250D--BnaAnng19780D	1
BnaA01g01250D--BnaC07g51180D--BnaAnng19780D	2
BnaA01g01260D	10
BnaA01g01260D--BnaAnng19770D	9
BnaA01g01260D--BnaC07g51170D	1
BnaA01g01260D--BnaC07g51170D--BnaAnng19770D	7
BnaA01g01270D	54
BnaA01g01280D	320
BnaA01g01280D--BnaA01g01260D	39
BnaA01g01300D	113
BnaA01g01310D	57
BnaA01g01320D	1
BnaA01g01330D	138
BnaA01g01330D--BnaC07g51120D	7
BnaA01g01340D	22
BnaA01g01350D	2
BnaA01g01360D	4
BnaA01g01360D--BnaA07g05850D	5
BnaA01g01380D	1
BnaA01g01400D	293
BnaA01g01410D	42
BnaA01g01420D	92
BnaA01g01430D	116
BnaA01g01440D	5
BnaA01g01450D	3
BnaA01g01460D	15
BnaA01g01470D	328
BnaA01g01470D--BnaA08g15140D	16
BnaA01g01470D--BnaA08g15140D--BnaC07g03810D--BnaC03g62040D--BnaA07g02120D	10
BnaA01g01470D--BnaC03g62040D	26
BnaA01g01470D--BnaC06g01250D--BnaC07g03810D--BnaA07g02120D	6
BnaA01g01470D--BnaC07g03810D--BnaA07g02120D	20
BnaA01g01480D	12
BnaA01g01490D	2
BnaA01g01500D	36
BnaA01g01500D--BnaC05g36610D	5
BnaA01g01520D	67
BnaA01g01520D--BnaC01g40730D	72
BnaA01g01530D--BnaC02g14680D	1
BnaA01g01540D	35
BnaA01g01550D	1299
BnaA01g01560D	170
BnaA01g01570D	130
BnaA01g01580D	17
BnaA01g01590D	30
BnaA01g01600D	13
BnaA01g01620D	20
BnaA01g01630D	12
BnaA01g01640D	2
BnaA01g01650D	58
BnaA01g01660D	18
